,NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,PROFILE
14698,Shane Salcedo,16808920,28.0,33.0,40.0,0.0,5.0,7.0,5.0,5.0,3.0,70.0,55.0,55.0,advanced_front_end
14699,Lewis Steik,18780827,69.0,43.0,12.0,3.0,7.0,4.0,3.0,2.0,3.0,64.0,67.0,53.0,beginner_front_end
14700,Deborah Woodward,88237636,87.0,46.0,6.0,3.0,5.0,1.0,6.0,4.0,1.0,37.0,68.0,59.0,advanced_backend
14701,Joseph Rosenberry,39912117,29.0,49.0,57.0,5.0,3.0,6.0,2.0,3.0,4.0,60.0,78.0,72.0,beginner_data_science
14702,Norma Harris,25192456,27.0,87.0,6.0,0.0,6.0,1.0,6.0,9.0,1.0,56.0,34.0,32.0,advanced_data_science
14703,Ted Perkins,22995699,26.0,59.0,0.0,3.0,1.0,3.0,3.0,5.0,1.0,70.0,70.0,65.0,beginner_backend
14704,Wilma Sedillo,80127715,0.0,108.0,92.0,3.0,2.0,2.0,8.0,9.0,4.0,83.0,45.0,96.0,advanced_front_end
14705,George Crieghton,77323886,16.0,39.0,33.0,5.0,2.0,3.0,1.0,2.0,5.0,58.0,70.0,79.0,beginner_data_science
14706,Jimmy Knowles,14538838,74.0,41.0,60.0,5.0,1.0,5.0,4.0,4.0,3.0,58.0,35.0,65.0,advanced_data_science
14707,Karen Shelpman,37243455,40.0,40.0,43.0,3.0,5.0,4.0,4.0,4.0,4.0,77.0,63.0,72.0,advanced_front_end
14708,Jonathan Barbe,81802520,38.0,25.0,26.0,4.0,4.0,1.0,4.0,6.0,7.0,80.0,54.0,58.0,beginner_front_end
14709,Jeremy Smith,53179006,28.0,47.0,18.0,5.0,2.0,5.0,6.0,1.0,6.0,54.0,76.0,57.0,beginner_backend
14710,Kyle Hepworth,43700529,40.0,62.0,51.0,4.0,2.0,4.0,7.0,5.0,7.0,73.0,59.0,63.0,advanced_backend
14711,Derrick Fitch,91324876,33.0,78.0,15.0,5.0,4.0,2.0,0.0,7.0,0.0,79.0,63.0,68.0,beginner_backend
14712,Edward Sanchez,66679369,39.0,34.0,71.0,4.0,2.0,4.0,4.0,7.0,0.0,69.0,52.0,63.0,beginner_front_end
14713,Heather Brandl,29629978,74.0,67.0,44.0,7.0,0.0,10.0,2.0,3.0,4.0,56.0,51.0,73.0,advanced_data_science
14714,Norma Pierce,19524483,38.0,79.0,55.0,5.0,2.0,8.0,6.0,7.0,6.0,56.0,53.0,43.0,advanced_backend
14715,Shawanda Gaston,52055831,18.0,53.0,46.0,2.0,1.0,6.0,6.0,4.0,10.0,83.0,89.0,59.0,advanced_backend
14716,Bennett Painter,02982185,51.0,24.0,46.0,4.0,5.0,2.0,5.0,3.0,2.0,61.0,70.0,61.0,beginner_front_end
14717,Karen Drozd,81268932,49.0,31.0,33.0,2.0,6.0,4.0,2.0,4.0,2.0,62.0,73.0,56.0,advanced_front_end
14718,Charlie Jackson,44606005,8.0,62.0,30.0,4.0,6.0,3.0,2.0,5.0,4.0,44.0,84.0,49.0,advanced_front_end
14719,Ricardo Cage,20426213,43.0,35.0,83.0,2.0,2.0,3.0,6.0,6.0,1.0,45.0,64.0,45.0,beginner_data_science
14720,Diana Brown,08278946,62.0,35.0,19.0,4.0,6.0,4.0,4.0,4.0,4.0,69.0,70.0,62.0,beginner_front_end
14721,Carolyn Bowen,95217126,40.0,59.0,39.0,2.0,6.0,0.0,4.0,6.0,4.0,32.0,77.0,83.0,advanced_front_end
14722,Beatrice Bertolami,86226969,52.0,51.0,41.0,4.0,4.0,5.0,3.0,3.0,2.0,55.0,59.0,73.0,advanced_data_science
14723,Dale Boock,00127986,75.0,48.0,24.0,8.0,3.0,6.0,4.0,5.0,3.0,54.0,66.0,85.0,advanced_data_science
14724,Susan Rivera,12336224,76.0,69.0,48.0,4.0,0.0,3.0,5.0,6.0,1.0,52.0,78.0,76.0,beginner_backend
14725,Ana Wallace,35814519,30.0,84.0,26.0,3.0,5.0,1.0,7.0,7.0,4.0,52.0,78.0,93.0,advanced_front_end
14726,Paige Phillips,34132655,51.0,76.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,73.0,58.0,46.0,beginner_backend
14727,Darlene Russell,83747167,27.0,44.0,18.0,3.0,4.0,3.0,3.0,4.0,4.0,59.0,47.0,77.0,beginner_data_science
14728,Mario Stacy,38518173,84.0,13.0,15.0,0.0,6.0,5.0,0.0,2.0,0.0,,50.0,57.0,beginner_front_end
14729,Katherine Bachleda,86179056,20.0,64.0,59.0,3.0,0.0,7.0,5.0,3.0,7.0,82.0,79.0,75.0,advanced_backend
14730,Thomas Hayes,14273726,42.0,62.0,12.0,3.0,2.0,2.0,3.0,5.0,3.0,64.0,55.0,70.0,beginner_backend
14731,Roger Anderson,85820522,42.0,46.0,24.0,6.0,5.0,7.0,0.0,3.0,5.0,73.0,79.0,73.0,advanced_backend
14732,Connie Wysocki,10388037,15.0,36.0,39.0,2.0,2.0,4.0,4.0,7.0,6.0,63.0,68.0,85.0,advanced_front_end
14733,Donna Spencer,30687782,29.0,40.0,30.0,6.0,5.0,9.0,2.0,4.0,10.0,83.0,78.0,65.0,advanced_backend
14734,Lavette Farrell,51457253,0.0,55.0,71.0,4.0,4.0,3.0,1.0,7.0,3.0,63.0,84.0,50.0,advanced_front_end
14735,Juan West,21286264,0.0,1.0,34.0,1.0,9.0,2.0,2.0,8.0,4.0,93.0,77.0,90.0,beginner_backend
14736,Amelia Russell,61548695,29.0,1.0,0.0,10.0,6.0,7.0,3.0,2.0,6.0,93.0,81.0,61.0,advanced_backend
14737,Janet Allison,80733889,35.0,35.0,35.0,3.0,4.0,4.0,2.0,2.0,2.0,63.0,48.0,63.0,advanced_data_science
14738,Eric Johnson,18944213,44.0,0.0,28.0,2.0,3.0,3.0,2.0,5.0,5.0,73.0,55.0,64.0,beginner_front_end
14739,Ethel Pasche,35256981,0.0,72.0,67.0,5.0,3.0,9.0,6.0,2.0,6.0,73.0,80.0,74.0,advanced_backend
14740,Patsy Lantz,96815716,24.0,49.0,33.0,1.0,7.0,4.0,6.0,5.0,2.0,76.0,65.0,70.0,advanced_front_end
14741,Cyril Eakins,14321138,32.0,,24.0,0.0,2.0,6.0,2.0,5.0,2.0,53.0,58.0,79.0,beginner_data_science
14742,Lucy Fisher,06872819,42.0,8.0,37.0,3.0,0.0,3.0,1.0,7.0,2.0,76.0,40.0,57.0,beginner_front_end
14743,Dustin Aman,80165965,49.0,61.0,51.0,5.0,6.0,0.0,7.0,4.0,0.0,70.0,58.0,,advanced_data_science
14744,Bryant Mccrae,14308476,48.0,57.0,23.0,2.0,3.0,3.0,9.0,1.0,7.0,74.0,69.0,58.0,advanced_backend
14745,Joshua Powers,12874806,0.0,43.0,0.0,3.0,6.0,2.0,2.0,4.0,5.0,78.0,51.0,73.0,beginner_backend
14746,Omar Whitt,93779988,31.0,10.0,53.0,5.0,6.0,2.0,0.0,5.0,3.0,37.0,71.0,42.0,advanced_front_end
14747,Wesley Fisher,57057235,28.0,11.0,68.0,3.0,1.0,3.0,4.0,3.0,,70.0,53.0,56.0,beginner_data_science
14748,Mark Wilson,46128689,48.0,30.0,0.0,1.0,3.0,3.0,1.0,3.0,2.0,74.0,58.0,57.0,beginner_front_end
14749,Helen Thomas,46090065,34.0,36.0,50.0,3.0,4.0,4.0,7.0,4.0,2.0,61.0,68.0,59.0,beginner_data_science
14750,Isobel Fallis,38887893,54.0,41.0,46.0,4.0,4.0,3.0,4.0,5.0,2.0,68.0,60.0,74.0,advanced_data_science
14751,Marie Ayala,21914918,0.0,6.0,58.0,0.0,4.0,7.0,3.0,6.0,1.0,82.0,74.0,59.0,beginner_backend
14752,Leslie Giron,96066409,3.0,32.0,46.0,6.0,1.0,8.0,3.0,5.0,8.0,95.0,86.0,83.0,advanced_backend
14753,Rebecca Hester,96623249,95.0,34.0,30.0,8.0,3.0,5.0,5.0,1.0,4.0,51.0,71.0,100.0,advanced_data_science
14754,Alethia Wilson,32861374,42.0,47.0,14.0,7.0,2.0,4.0,2.0,7.0,3.0,65.0,61.0,73.0,advanced_data_science
14755,Clyde Ross,59559610,62.0,27.0,15.0,7.0,3.0,6.0,2.0,3.0,3.0,50.0,75.0,73.0,advanced_data_science
14756,Claudia King,74218100,92.0,40.0,34.0,7.0,3.0,5.0,5.0,6.0,3.0,58.0,55.0,70.0,advanced_data_science
14757,Virginia Knox,50624224,31.0,52.0,0.0,1.0,6.0,1.0,1.0,5.0,2.0,85.0,79.0,55.0,beginner_front_end
14758,Thelma Dejesus,14568506,35.0,29.0,12.0,7.0,4.0,4.0,3.0,5.0,4.0,68.0,70.0,85.0,advanced_backend
14759,James Mazurek,49476217,42.0,18.0,48.0,0.0,4.0,6.0,2.0,3.0,3.0,72.0,88.0,84.0,beginner_data_science
14760,Thomas Romain,43028570,38.0,77.0,41.0,1.0,3.0,4.0,2.0,7.0,5.0,74.0,48.0,79.0,advanced_data_science
14761,Marvel Blevins,53038412,22.0,74.0,72.0,2.0,0.0,1.0,7.0,2.0,2.0,77.0,80.0,78.0,advanced_backend
14762,Jose Rock,31313357,23.0,46.0,23.0,7.0,2.0,8.0,6.0,4.0,8.0,84.0,61.0,62.0,advanced_backend
14763,Michelle Booth,43193316,90.0,24.0,0.0,0.0,5.0,5.0,1.0,2.0,2.0,50.0,48.0,53.0,beginner_front_end
14764,Seth Mcdermott,92568908,48.0,74.0,26.0,5.0,3.0,6.0,5.0,6.0,4.0,56.0,70.0,72.0,advanced_data_science
14765,Margaret Neff,58581214,69.0,81.0,38.0,2.0,0.0,5.0,7.0,0.0,7.0,61.0,,72.0,beginner_backend
14766,Lillian Mundy,54758224,45.0,71.0,40.0,4.0,2.0,4.0,6.0,2.0,5.0,72.0,62.0,60.0,advanced_backend
14767,Claire Leech,97468612,53.0,50.0,55.0,3.0,3.0,5.0,4.0,7.0,0.0,63.0,60.0,64.0,beginner_backend
14768,Colleen Schmidt,22756348,10.0,28.0,21.0,4.0,4.0,4.0,5.0,3.0,2.0,87.0,61.0,55.0,beginner_backend
14769,Tanya Coleman,36215529,21.0,47.0,34.0,4.0,6.0,3.0,0.0,10.0,0.0,74.0,63.0,78.0,beginner_backend
14770,James Brackeen,87137762,19.0,15.0,45.0,2.0,1.0,8.0,6.0,3.0,1.0,72.0,70.0,47.0,beginner_data_science
14771,Carrie Viverette,62041640,0.0,18.0,46.0,0.0,4.0,5.0,3.0,6.0,4.0,40.0,66.0,46.0,advanced_front_end
14772,Michael Alaniz,41797322,30.0,36.0,51.0,5.0,4.0,3.0,4.0,9.0,3.0,86.0,55.0,58.0,beginner_front_end
14773,Stanley Few,28438519,25.0,57.0,51.0,3.0,4.0,2.0,5.0,5.0,5.0,62.0,85.0,69.0,advanced_backend
14774,Thomas Bryant,39746270,58.0,44.0,26.0,0.0,6.0,2.0,5.0,8.0,1.0,57.0,55.0,71.0,beginner_data_science
14775,Tiffany Harjo,73053430,89.0,39.0,3.0,2.0,7.0,4.0,2.0,3.0,3.0,60.0,56.0,49.0,beginner_front_end
14776,Donald Haid,87343335,41.0,24.0,36.0,2.0,4.0,2.0,3.0,6.0,4.0,57.0,90.0,76.0,advanced_front_end
14777,Jennifer Russell,18620639,44.0,24.0,28.0,4.0,2.0,4.0,4.0,4.0,7.0,77.0,83.0,93.0,advanced_backend
14778,Helen Stange,00444476,5.0,29.0,21.0,1.0,2.0,3.0,1.0,7.0,2.0,81.0,60.0,64.0,beginner_backend
14779,Mary Tripp,42375623,7.0,0.0,42.0,0.0,2.0,4.0,5.0,4.0,3.0,70.0,97.0,75.0,beginner_data_science
14780,David Davila,86614325,75.0,53.0,36.0,3.0,7.0,5.0,2.0,3.0,3.0,64.0,44.0,44.0,beginner_front_end
14781,Robert Musgrave,61495978,27.0,51.0,57.0,4.0,3.0,5.0,3.0,3.0,4.0,46.0,74.0,70.0,beginner_data_science
14782,Mariah Bentley,35624302,58.0,55.0,15.0,6.0,5.0,4.0,5.0,5.0,3.0,41.0,55.0,71.0,advanced_backend
14783,Shari Weber,37011692,2.0,14.0,47.0,0.0,1.0,5.0,6.0,1.0,6.0,75.0,85.0,79.0,beginner_backend
14784,Tonya Gonzalez,33288930,55.0,53.0,13.0,5.0,3.0,5.0,5.0,8.0,4.0,47.0,56.0,60.0,advanced_data_science
14785,Robert Golding,38866436,74.0,67.0,45.0,5.0,1.0,4.0,3.0,5.0,5.0,48.0,52.0,82.0,beginner_backend
14786,Lona Dayton,87900780,25.0,47.0,26.0,0.0,4.0,4.0,3.0,3.0,7.0,69.0,78.0,76.0,beginner_backend
14787,Donald Swanson,60502941,54.0,25.0,37.0,1.0,6.0,4.0,1.0,6.0,1.0,64.0,54.0,63.0,beginner_front_end
14788,Jose Dobbins,56431678,56.0,30.0,22.0,8.0,8.0,6.0,5.0,4.0,8.0,84.0,62.0,63.0,beginner_front_end
14789,Linda Phillips,39907551,38.0,48.0,49.0,1.0,4.0,9.0,2.0,3.0,3.0,72.0,87.0,75.0,beginner_data_science
14790,Teresa Berwick,73430745,15.0,65.0,63.0,2.0,3.0,3.0,3.0,5.0,3.0,64.0,66.0,70.0,advanced_front_end
14791,Whitley Dahl,71445870,38.0,61.0,17.0,6.0,4.0,5.0,3.0,5.0,1.0,60.0,61.0,61.0,advanced_data_science
14792,Willie Carroll,61743632,0.0,34.0,57.0,0.0,4.0,4.0,1.0,6.0,4.0,37.0,64.0,43.0,advanced_front_end
14793,Patricia Quiros,27373667,29.0,60.0,25.0,8.0,2.0,8.0,1.0,4.0,1.0,68.0,80.0,87.0,advanced_data_science
14794,Anthony Santos,94058891,6.0,52.0,36.0,3.0,5.0,5.0,4.0,5.0,4.0,73.0,77.0,66.0,advanced_front_end
14795,Shanon Mansfield,67867446,49.0,29.0,0.0,6.0,2.0,7.0,0.0,7.0,4.0,60.0,69.0,62.0,advanced_data_science
14796,Jacqueline Ross,93316423,45.0,45.0,44.0,4.0,4.0,3.0,3.0,5.0,2.0,61.0,43.0,68.0,advanced_data_science
14797,Angela Purvis,11633148,47.0,32.0,68.0,1.0,2.0,6.0,5.0,5.0,1.0,78.0,82.0,64.0,beginner_backend
14798,Christena Kenny,96114205,45.0,23.0,24.0,4.0,7.0,3.0,5.0,3.0,4.0,77.0,75.0,60.0,beginner_front_end
14799,Forrest Farnham,20204060,40.0,74.0,5.0,6.0,5.0,3.0,0.0,6.0,2.0,68.0,58.0,61.0,beginner_backend
14800,Ira Brannon,23402353,41.0,26.0,32.0,6.0,3.0,2.0,3.0,5.0,5.0,77.0,46.0,50.0,beginner_front_end
14801,Teresa Carpenter,52974719,0.0,17.0,44.0,5.0,2.0,8.0,2.0,0.0,4.0,64.0,60.0,62.0,beginner_data_science
14802,Daphne Alvarado,47765333,85.0,50.0,35.0,3.0,7.0,9.0,0.0,7.0,4.0,59.0,42.0,58.0,beginner_front_end
14803,Vaughn Maroon,93284973,68.0,95.0,0.0,10.0,0.0,8.0,4.0,6.0,3.0,73.0,59.0,87.0,advanced_data_science
14804,Cassandra Brown,81644352,85.0,49.0,61.0,4.0,2.0,1.0,2.0,5.0,3.0,44.0,70.0,64.0,advanced_front_end
14805,Steven Killam,87743763,61.0,59.0,39.0,4.0,3.0,5.0,2.0,5.0,5.0,58.0,69.0,72.0,advanced_backend
14806,April Andrus,82344072,66.0,60.0,57.0,4.0,0.0,0.0,8.0,5.0,2.0,60.0,90.0,95.0,beginner_backend
14807,Shawn Fleckenstein,11743739,5.0,35.0,67.0,4.0,2.0,8.0,0.0,1.0,4.0,55.0,78.0,76.0,beginner_data_science
14808,Guadalupe Gallimore,17756212,45.0,5.0,41.0,2.0,5.0,1.0,6.0,4.0,2.0,63.0,67.0,70.0,beginner_front_end
14809,Mike Cygan,62017936,60.0,35.0,53.0,2.0,2.0,8.0,0.0,4.0,5.0,53.0,48.0,59.0,advanced_data_science
14810,Charles Litzenberg,50264100,26.0,57.0,44.0,6.0,3.0,4.0,4.0,1.0,3.0,80.0,70.0,91.0,advanced_backend
14811,Julie Silbaugh,18756575,40.0,18.0,58.0,4.0,6.0,2.0,4.0,8.0,3.0,68.0,59.0,66.0,beginner_front_end
14812,Elizabeth Smith,57994154,42.0,60.0,81.0,4.0,4.0,10.0,0.0,1.0,3.0,52.0,100.0,99.0,beginner_data_science
14813,Long Ralph,69879795,25.0,13.0,47.0,0.0,3.0,7.0,4.0,5.0,4.0,78.0,65.0,59.0,beginner_front_end
14814,Richard Vanderwal,90580266,40.0,54.0,45.0,3.0,3.0,4.0,1.0,2.0,3.0,79.0,58.0,100.0,advanced_data_science
14815,Heather Adams,15434715,37.0,76.0,29.0,3.0,1.0,3.0,5.0,4.0,2.0,72.0,91.0,78.0,beginner_backend
14816,Catherine Matthews,77457794,51.0,56.0,25.0,5.0,0.0,7.0,3.0,6.0,5.0,59.0,52.0,76.0,advanced_data_science
14817,Arthur Ryan,37880112,44.0,32.0,2.0,5.0,3.0,6.0,4.0,7.0,5.0,94.0,51.0,60.0,beginner_front_end
14818,Shayna Nichols,43591791,13.0,44.0,58.0,4.0,6.0,3.0,0.0,5.0,2.0,49.0,84.0,33.0,advanced_front_end
14819,Donna Torain,41941491,62.0,72.0,29.0,6.0,2.0,3.0,5.0,7.0,1.0,54.0,68.0,79.0,beginner_backend
14820,Jarvis Hermosillo,90372540,65.0,83.0,94.0,7.0,3.0,6.0,4.0,2.0,2.0,18.0,66.0,58.0,beginner_data_science
14821,Roxanne Kent,87940483,10.0,80.0,69.0,5.0,3.0,1.0,2.0,6.0,2.0,92.0,64.0,43.0,beginner_front_end
14822,Tracy Patwell,50352116,80.0,49.0,31.0,5.0,4.0,4.0,1.0,5.0,5.0,57.0,68.0,87.0,advanced_backend
14823,Hattie Peters,08992194,51.0,18.0,67.0,5.0,4.0,5.0,3.0,6.0,0.0,69.0,59.0,71.0,beginner_front_end
14824,Vanessa Paviolitis,64453556,31.0,70.0,,2.0,6.0,3.0,5.0,4.0,2.0,86.0,76.0,72.0,advanced_front_end
14825,Fannie Patterson,18007196,58.0,11.0,48.0,4.0,3.0,2.0,1.0,6.0,3.0,60.0,42.0,61.0,advanced_data_science
14826,Mark Mcwhorter,57788213,49.0,3.0,56.0,2.0,5.0,1.0,7.0,1.0,2.0,64.0,90.0,76.0,beginner_front_end
14827,Everett Vinz,76206465,23.0,16.0,69.0,1.0,3.0,6.0,0.0,3.0,4.0,61.0,67.0,77.0,beginner_data_science
14828,Edith Snavely,28480450,3.0,38.0,40.0,6.0,5.0,7.0,4.0,5.0,10.0,69.0,85.0,80.0,advanced_backend
14829,Diana Dupuis,88507045,45.0,34.0,36.0,5.0,3.0,4.0,3.0,7.0,5.0,59.0,89.0,62.0,advanced_backend
14830,Rex Vajgrt,56238328,8.0,24.0,62.0,4.0,2.0,6.0,2.0,0.0,4.0,62.0,57.0,51.0,beginner_data_science
14831,Mark Braddock,49582199,13.0,58.0,29.0,5.0,4.0,2.0,1.0,1.0,6.0,79.0,92.0,71.0,beginner_backend
14832,Denise Marion,54094080,0.0,81.0,46.0,1.0,6.0,2.0,6.0,5.0,5.0,73.0,72.0,90.0,advanced_front_end
14833,Rose Phillips,44483118,51.0,12.0,29.0,4.0,4.0,6.0,1.0,3.0,0.0,53.0,95.0,68.0,advanced_data_science
14834,Simone Larue,93357350,63.0,61.0,11.0,4.0,3.0,3.0,6.0,1.0,4.0,61.0,51.0,82.0,advanced_backend
14835,Jeffrey Dahlgren,97996056,60.0,32.0,31.0,5.0,7.0,4.0,6.0,5.0,4.0,67.0,75.0,68.0,beginner_front_end
14836,David Bryant,22272433,52.0,9.0,0.0,5.0,4.0,3.0,4.0,5.0,7.0,78.0,56.0,60.0,beginner_front_end
14837,Hattie Bradshaw,42052422,39.0,34.0,71.0,2.0,3.0,6.0,2.0,3.0,3.0,68.0,88.0,81.0,beginner_data_science
14838,Travis Magee,10159111,57.0,33.0,36.0,4.0,4.0,5.0,1.0,6.0,2.0,64.0,63.0,64.0,beginner_front_end
14839,Eleanor Vaughan,07342146,45.0,97.0,39.0,4.0,8.0,5.0,8.0,3.0,3.0,76.0,72.0,63.0,advanced_front_end
14840,Ralph Easley,73423223,62.0,51.0,39.0,4.0,5.0,2.0,5.0,9.0,0.0,60.0,40.0,48.0,advanced_front_end
14841,Polly Brice,44191918,46.0,64.0,58.0,0.0,6.0,1.0,6.0,7.0,4.0,54.0,42.0,60.0,advanced_data_science
14842,Virginia Ensing,40950889,14.0,28.0,52.0,4.0,2.0,7.0,1.0,2.0,4.0,52.0,59.0,71.0,beginner_data_science
14843,Rhonda Domenice,90861257,51.0,77.0,31.0,4.0,2.0,4.0,1.0,4.0,0.0,52.0,71.0,69.0,advanced_backend
14844,Anthony Janney,97351662,3.0,0.0,61.0,2.0,1.0,7.0,3.0,2.0,4.0,67.0,83.0,65.0,beginner_data_science
14845,Elizabeth Jessup,47961600,24.0,34.0,11.0,4.0,5.0,7.0,4.0,4.0,9.0,68.0,81.0,66.0,advanced_backend
14846,Rebecca Johnson,11096446,30.0,52.0,0.0,6.0,4.0,2.0,2.0,7.0,1.0,72.0,55.0,66.0,advanced_data_science
14847,Deborah Haynes,67902971,1.0,78.0,50.0,4.0,1.0,5.0,8.0,2.0,3.0,59.0,62.0,76.0,advanced_backend
14848,Vickey Anderson,48705210,34.0,40.0,65.0,3.0,0.0,7.0,2.0,5.0,4.0,64.0,49.0,44.0,advanced_front_end
14849,Kelley Carter,76971202,12.0,73.0,60.0,3.0,6.0,2.0,4.0,5.0,2.0,87.0,78.0,73.0,advanced_front_end
14850,Karen Thompson,27633828,26.0,5.0,35.0,1.0,3.0,3.0,2.0,6.0,6.0,58.0,91.0,87.0,advanced_front_end
14851,Adam Diaz,31595847,4.0,25.0,44.0,6.0,4.0,2.0,0.0,0.0,6.0,58.0,65.0,87.0,beginner_data_science
14852,Selene Murray,87811850,65.0,69.0,8.0,6.0,2.0,6.0,3.0,7.0,5.0,49.0,61.0,73.0,advanced_data_science
14853,Wade Haney,84212446,62.0,51.0,21.0,5.0,3.0,5.0,4.0,9.0,2.0,,43.0,43.0,advanced_data_science
14854,Kimberly Hernandez,36360147,42.0,46.0,43.0,3.0,5.0,4.0,3.0,4.0,3.0,61.0,71.0,79.0,advanced_data_science
14855,Bruce Taylor,32810943,61.0,56.0,46.0,4.0,4.0,4.0,4.0,4.0,4.0,56.0,69.0,96.0,advanced_data_science
14856,James Duncan,29245171,32.0,25.0,31.0,3.0,6.0,2.0,3.0,5.0,3.0,77.0,88.0,71.0,beginner_front_end
14857,Susan Robertson,83335899,0.0,53.0,31.0,7.0,5.0,5.0,4.0,0.0,4.0,82.0,76.0,84.0,advanced_backend
14858,Gary Mark,94030184,36.0,43.0,72.0,5.0,3.0,6.0,2.0,0.0,5.0,56.0,91.0,78.0,beginner_data_science
14859,Larry Bjorklund,22744141,24.0,33.0,30.0,5.0,3.0,5.0,0.0,1.0,2.0,74.0,56.0,79.0,beginner_backend
14860,Terence Burns,87666644,50.0,58.0,10.0,0.0,3.0,0.0,1.0,3.0,0.0,71.0,54.0,,beginner_front_end
14861,Pam Dvorak,71882846,10.0,29.0,16.0,2.0,1.0,0.0,2.0,6.0,3.0,95.0,66.0,57.0,beginner_front_end
14862,Lisa Cundiff,35240741,38.0,43.0,59.0,4.0,1.0,2.0,3.0,0.0,4.0,44.0,43.0,54.0,beginner_data_science
14863,Avery Sanders,96503052,49.0,33.0,49.0,3.0,8.0,3.0,3.0,3.0,1.0,63.0,66.0,63.0,beginner_front_end
14864,James Walker,13585981,32.0,53.0,70.0,3.0,3.0,3.0,3.0,4.0,2.0,78.0,45.0,63.0,advanced_front_end
14865,Lottie West,50397468,34.0,35.0,56.0,3.0,1.0,4.0,6.0,4.0,3.0,69.0,59.0,45.0,beginner_data_science
14866,Dennis Caffrey,73424916,44.0,35.0,46.0,4.0,5.0,5.0,2.0,4.0,6.0,51.0,83.0,51.0,advanced_front_end
14867,Linda Steenbergen,31800578,98.0,77.0,63.0,7.0,1.0,6.0,7.0,4.0,7.0,66.0,49.0,100.0,advanced_data_science
14868,Linda Grant,89399962,39.0,83.0,57.0,5.0,4.0,3.0,4.0,1.0,1.0,66.0,62.0,75.0,advanced_backend
14869,Victor Myers,08521427,7.0,30.0,56.0,3.0,0.0,10.0,2.0,2.0,2.0,61.0,72.0,60.0,beginner_data_science
14870,Lois Bryant,00636897,62.0,37.0,8.0,8.0,2.0,7.0,3.0,5.0,3.0,53.0,73.0,75.0,advanced_data_science
14871,Kristina Cales,22280913,80.0,0.0,61.0,3.0,4.0,3.0,3.0,5.0,4.0,39.0,51.0,61.0,advanced_data_science
14872,Mary Hobbs,84388006,51.0,58.0,44.0,5.0,7.0,2.0,4.0,3.0,2.0,70.0,65.0,69.0,advanced_front_end
14873,Carolina Gray,26454694,0.0,76.0,64.0,3.0,7.0,3.0,4.0,6.0,1.0,73.0,60.0,52.0,advanced_front_end
14874,Mary Pinney,44682242,53.0,33.0,0.0,0.0,6.0,0.0,3.0,2.0,3.0,65.0,66.0,53.0,beginner_front_end
14875,Annie Stephens,89069419,30.0,46.0,42.0,4.0,6.0,4.0,5.0,2.0,8.0,72.0,92.0,81.0,beginner_backend
14876,Edward Hilton,71429173,56.0,45.0,28.0,7.0,2.0,6.0,5.0,6.0,4.0,50.0,77.0,76.0,advanced_data_science
14877,Mable Delgado,31985692,55.0,26.0,45.0,4.0,2.0,5.0,1.0,3.0,3.0,64.0,55.0,64.0,advanced_data_science
14878,Christine Miller,21449009,58.0,52.0,39.0,2.0,6.0,2.0,4.0,5.0,2.0,41.0,70.0,52.0,advanced_front_end
14879,Steven Rivera,08303802,68.0,14.0,54.0,3.0,5.0,3.0,4.0,6.0,2.0,61.0,62.0,71.0,advanced_front_end
14880,Daisy Davidson,37399761,75.0,62.0,28.0,5.0,8.0,0.0,2.0,3.0,1.0,34.0,90.0,59.0,advanced_front_end
14881,Allen Barr,31885941,28.0,17.0,76.0,2.0,1.0,6.0,6.0,4.0,1.0,67.0,80.0,56.0,beginner_data_science
14882,Robert Cypert,97644334,30.0,63.0,0.0,2.0,2.0,1.0,0.0,9.0,0.0,66.0,45.0,62.0,beginner_backend
14883,Harry Hodak,74504893,36.0,10.0,66.0,3.0,4.0,1.0,0.0,0.0,1.0,68.0,35.0,62.0,advanced_data_science
14884,Valeria Smith,92953998,33.0,51.0,37.0,2.0,4.0,7.0,0.0,4.0,3.0,53.0,65.0,91.0,beginner_data_science
14885,Dorothea Hopkins,66792659,43.0,60.0,11.0,4.0,0.0,2.0,6.0,2.0,5.0,70.0,83.0,74.0,beginner_backend
14886,Jade David,34209845,63.0,32.0,45.0,1.0,4.0,2.0,5.0,2.0,4.0,65.0,37.0,39.0,beginner_front_end
14887,Robert Souza,98211452,26.0,43.0,10.0,4.0,3.0,4.0,7.0,1.0,6.0,74.0,76.0,69.0,advanced_backend
14888,Karin Jay,62191560,4.0,88.0,0.0,6.0,2.0,6.0,3.0,7.0,2.0,66.0,69.0,63.0,advanced_data_science
14889,Lavonne Fine,13400693,43.0,72.0,0.0,4.0,1.0,3.0,4.0,2.0,7.0,62.0,82.0,70.0,beginner_backend
14890,Sandra Wood,85454733,45.0,54.0,74.0,6.0,4.0,1.0,2.0,0.0,6.0,35.0,68.0,77.0,beginner_data_science
